let WebInput = `Nr,Sted,År,Inndeling,Rnr,Region,Fnr,Fylke,Sum of Antall personer 6-15,Sum of Folkemengde,Kunstnertetthet,Kunstnermangfold,SKS tildelinger,Kulturformidling,Kunstnerisk Produksjon,Media,Kommunale Midler,Total Besøk,Betalende Besøk,TONO Arrangemanger,TONO Avregning,Billettselskap Arrangemanger,Billettselskap Omsettning,Filmfremvisninger,Kinobesøk,Mangfold filmframvisniger,Mangfold kinobesøk,Utlån,Besøk,Voksne aktive lånere,Teater Forestillinger,Teater Publikum,Dans Forestillinger,Timer,Mangfold Timer,Elever,Publikum,Mangfold Publikum,Frifond,Riksantikvar og Kulturminnefond,Statsbudsjett og Kulturråd,Historielag,Husflidlag,Kor,Korps,MVA Refusjon,Voksenopplæring
811,Siljan,2013,Kommune,3027,Grenland,8,Telemark,312,2404,2.5,135,84,1.2,1.7,0,0,0,0,2.1,4.5,1.2,156.8,0,0,305,305,4,0,76.5,0.8,0.1,0,1.4,256,0.1,9.1,4,0,0,0,57.8,0,13.3,11.6,7.4,0
811,Siljan,2014,Kommune,3027,Grenland,8,Telemark,324,2361,2.1,197,86.8,1.7,1.7,0,0,0,0,2.1,4.6,1.3,159.7,0,0,301,301,3.7,0,73.7,0,0,0,1.1,379,0.1,9.5,4,0,0,0,58.9,0,9.7,5.1,8.6,0
811,Siljan,2015,Kommune,3027,Grenland,8,Telemark,298,2335,2.6,168,115.6,1.3,0.4,0,0,0,0,0,0,3,197.7,0,0,304,304,4,0,80.5,0.9,0.1,0,1.3,371,0.1,10,1,0,0,0,57.8,0,5.1,5.1,9.9,0
814,Bamble,2012,Kommune,3027,Grenland,8,Telemark,1740,14129,1.8,181,4.2,1.8,0.9,0.1,35.2,0.2,0,2.3,4.5,1.6,220.1,0,0,282,282,5.2,3.4,156.6,0.7,0.1,0,1.5,304,0.2,6.7,12,0.6,0,0,23.6,1.6,25.6,21.5,9.6,11.9
814,Bamble,2013,Kommune,3027,Grenland,8,Telemark,1750,14193,1.6,214,1.1,1.3,1.3,0.1,35.5,0.2,0,2.7,4,1.6,219.1,0,0,305,305,5.1,3.5,151.4,1.2,0.1,0,2.4,187,0.2,6.5,21,1.8,0,0,23.5,0,27.7,20.8,15,11.8
814,Bamble,2014,Kommune,3027,Grenland,8,Telemark,1728,14140,1.6,252,1.8,1.3,1.1,0.2,35.4,0.1,0,2.7,4,1.6,219.9,0,0,301,301,4.7,3.4,140.7,0.8,0.1,0,2.3,196,0.2,6.5,107,3.3,14.1,0,23.6,0,25.4,23.7,16.6,11.9
814,Bamble,2015,Kommune,3027,Grenland,8,Telemark,1707,14088,1.5,270,8.9,1.2,0.7,0.4,38.7,0,0,0,0,4.3,966,0,0,304,304,4.3,3.1,138.2,0.9,0,0,1.7,307,0.2,7.1,44,3.4,10.6,0,21.6,0,25.7,22.9,21.3,8.5
815,Kragerø,2012,Kommune,3027,Grenland,8,Telemark,1190,10700,3.7,25,19,2.5,2.1,1.8,30.4,0.3,0.1,2.5,15.7,2,138.3,54.5,1.5,103,122,5.8,6.2,186.1,0.6,0.1,0,2.8,197,0.2,5.8,29,10.7,0,56.1,40.2,7,33.7,14.9,41.2,11.9
815,Kragerø,2013,Kommune,3027,Grenland,8,Telemark,1162,10621,3.6,26,24.1,2.8,1.5,1.5,30.6,0.6,0.1,6.5,17.8,2,139.4,56.7,1.3,86,100,5.5,5.7,171.1,0.6,0.1,0,2.7,197,0.2,5.9,26,9.2,0,61.2,40.5,6.6,34.6,13.9,63.1,12
815,Kragerø,2014,Kommune,3027,Grenland,8,Telemark,1159,10636,3.6,28,24,2.6,1.5,1.1,35.7,0.7,0.2,6.5,17.8,2,139.2,55.9,1.3,110,114,5.3,6,179.4,0.3,0,0,2.7,202,0.1,5.6,259,10.6,30.6,11.8,40.4,6.7,28.8,10.4,74.4,11.9
815,Kragerø,2015,Kommune,3027,Grenland,8,Telemark,1164,10607,3.6,31,5.7,2.4,1,0.8,26.7,0.5,0.3,0,0,2.6,668.4,58.2,1.6,100,114,5,6,175.1,0.6,0,0,2.6,264,0.1,5.8,77,4.2,68.4,47.1,40.5,6.2,26.5,12.1,78,16.9
817,Drangedal,2012,Kommune,3027,Grenland,8,Telemark,519,4139,1.2,245,0,0.7,1,1.2,28,0,0,1.4,3.5,6,205.7,0,0,282,282,4.8,7.3,42,0.2,0,0,1.9,378,0.2,5.2,69,0,0,0,0,1.4,19.3,15.2,5.2,0
817,Drangedal,2013,Kommune,3027,Grenland,8,Telemark,517,4135,1.2,256,0,1,0.5,1.2,35.6,0,0,1.7,6.5,6,205.9,3.6,0.3,263,216,5.1,7.3,48.9,1.5,0.1,0,1.9,381,0.1,5.3,67,0,0,0,0,0,23.9,13.3,7.7,0
817,Drangedal,2014,Kommune,3027,Grenland,8,Telemark,497,4111,1.7,193,0,2.4,1,1.7,29.9,0,0,1.7,6.5,6.1,207.1,46.7,1.8,98,43,5.5,7.6,57.9,1,0.1,0,2,364,0.2,5.3,309,0,0,0,0,0,25.5,11.2,5.5,0
817,Drangedal,2015,Kommune,3027,Grenland,8,Telemark,491,4136,2.4,102,0,2.2,0.7,1.5,30.9,0,0,0,0,3.9,190.1,27.8,1.3,133,102,4.5,7.2,56.6,0.5,0,0,1.7,383,0.1,5.6,112,0,7.3,0,0,0,24.2,7.3,4.1,0
819,Nome,2012,Kommune,3028,Midt-Telemark,8,Telemark,774,6625,2.3,124,30.6,3,0.8,0.8,64.2,0.6,0.1,3.6,7.1,2.1,103.5,26.4,0.7,127,137,13.9,9.5,235.9,0.3,0,0,2.4,100,0.2,5.6,27,0.5,63.6,22.6,48.5,0.6,9.8,9.7,14.4,19.3
819,Nome,2013,Kommune,3028,Midt-Telemark,8,Telemark,781,6643,2.1,133,34,3,1.7,0.9,54.3,0.6,0.2,3.3,8.5,2.1,103.2,24.7,0.6,160,169,12,10.2,188.6,0.5,0,0,2.2,186,0.2,5.6,47,0,7.5,22.6,48.3,0,6.8,13.2,6.9,19.3
819,Nome,2014,Kommune,3028,Midt-Telemark,8,Telemark,770,6630,1.8,182,36,2.9,1.4,1.1,55.5,0.6,0.2,3.3,8.6,2.1,103.4,25.6,0.7,154,162,9.2,4.8,239.4,0.9,0,0,2.8,81,0.2,5.8,209,0.6,0,67.9,48.4,0,5.9,13.1,15.5,19.3
819,Nome,2015,Kommune,3028,Midt-Telemark,8,Telemark,734,6534,1.8,177,49.6,3.5,1.2,0.9,58.2,0.5,0.2,0,0,2.1,160.9,20.8,0.6,172,179,4.3,4,172.2,0.8,0,0,2.4,124,0.2,6.1,65,0,47.7,15.3,60.3,0,7.3,13.8,7.8,15.5
821,Bø,2012,Kommune,3028,Midt-Telemark,8,Telemark,677,5791,4,29,79.4,2.4,3.3,1.7,58.7,0.7,0.1,9,29.3,7.8,198.3,225.7,7.1,5,5,9.2,4.7,222.6,1.6,0.2,0,4.1,43,0.3,4.9,125,0,0,215.9,49.6,1.2,38.7,15.7,33.7,25.9
821,Bø,2013,Kommune,3028,Midt-Telemark,8,Telemark,678,5834,4.1,32,78.2,2.1,3.6,1.9,62.9,0.7,0.1,7.9,39.5,7.7,196.8,237.6,6.8,3,2,8.6,4.2,188,2.1,0.3,0,3.9,56,0.3,5.1,120,1.4,71.6,233.1,49.2,0,37,16.3,36.8,25.7
821,Bø,2014,Kommune,3028,Midt-Telemark,8,Telemark,698,5977,4.4,31,10.7,2.7,2.7,1.7,0,0.5,0.1,7.7,38.5,7.5,192.1,231.6,6.3,11,12,8.5,4.2,189.7,2.7,0.4,0,3.8,66,0.3,5.3,334,0.7,93.1,234.2,48,0,28.3,17.2,43.4,25.1
821,Bø,2015,Kommune,3028,Midt-Telemark,8,Telemark,732,6101,4.3,30,73.8,3,2.5,1.3,0,0,0,0,0,10.5,377.2,223.1,6.4,4,5,5.9,3.9,0,3.3,0.2,0.2,3.6,77,0.3,5.7,150,1.5,197,236,43.8,0,26.4,17.4,48.5,47.9
822,Sauherad,2012,Kommune,3028,Midt-Telemark,8,Telemark,535,4369,6.6,14,44.9,2.7,1.8,0,104.6,0,0,2.3,8.9,3.7,351.4,0,0,282,282,2.1,2.7,34.8,0.2,0,0,3,189,0.2,6,42,7.3,0,22.9,6.9,0.7,9.2,4.8,2.1,6.9
822,Sauherad,2013,Kommune,3028,Midt-Telemark,8,Telemark,505,4325,6,18,50.2,3.2,1.6,0,103.4,0,0,2.3,7,3.7,354.9,0,0,305,305,3.3,3.9,37,0.2,0,0,3.6,99,0.3,6.2,30,6,0,23.1,6.9,0,11.6,4.9,15.9,6.9
822,Sauherad,2014,Kommune,3028,Midt-Telemark,8,Telemark,502,4346,6,26,47.2,3.2,1.8,0,104.9,0,0,2.3,6.9,3.7,353.2,0,0,301,301,2.1,3.3,32.4,0.2,0,0,3.2,143,0.2,5.7,274,14.3,80.3,46,6.9,0,12.7,5.5,4.4,6.9
822,Sauherad,2015,Kommune,3028,Midt-Telemark,8,Telemark,488,4338,5.3,43,96.8,1.6,1.4,0.2,112,0,0,0,0,3,353.3,0,0,304,304,2.4,3.3,35.3,0.2,0,0,4.3,128,0.2,5.8,106,4.6,0,46.1,14.1,0,12.7,4.6,12.2,17.5
826,Tinn,2012,Kommune,3029,Øst-Telemark,8,Telemark,691,5973,1.8,182,34,5.7,1.3,2.7,82.5,4.8,4.1,6.5,9.2,1,75.5,79.2,2.4,55,51,7.2,3.3,190.5,0.5,0.1,0,3.8,113,0.3,5.8,34,0,1191.5,15.1,0,9.2,23.4,13.7,3.4,12.9
826,Tinn,2013,Kommune,3029,Øst-Telemark,8,Telemark,681,5957,1.7,211,37.9,6.9,0.8,3,74.5,4.7,3.8,7.2,12.7,1,75.7,77.2,2.2,70,72,7.8,3.6,185,0.8,0.1,0.2,5,38,0.4,5.9,71,0,947.3,0,0,10.6,25,16.1,8.5,12.9
826,Tinn,2014,Kommune,3029,Øst-Telemark,8,Telemark,694,5913,1.7,202,70.5,7.6,1.2,3,74.6,5.3,4,7.3,12.8,1,76.2,69.8,2,79,78,7.7,3,182.8,0.7,0.1,0,4,77,0.2,5.9,221,0,628.4,0,0,10.5,27.2,13.9,3.8,13
826,Tinn,2015,Kommune,3029,Øst-Telemark,8,Telemark,689,5940,1.9,201,0,7.9,0.8,1.9,157.6,9.8,7.8,0,0,1.2,30.8,69.4,2.1,81,65,7.7,2.9,178.5,2,0.4,0,3.3,96,0.2,6.3,49,2.4,1349.6,0,0,10.4,29.1,7.6,9.5,6.4
827,Hjartdal,2012,Kommune,3029,Øst-Telemark,8,Telemark,186,1609,1.2,336,0,1.9,1.2,0.6,49.7,0,0,8.7,6.9,3.1,26.7,0,0,282,282,3.4,1.2,85.8,0.6,0,0,1.6,405,0.1,6.7,26,0,0,0,72.7,2.5,0,8.7,1.8,17.4
827,Hjartdal,2013,Kommune,3029,Øst-Telemark,8,Telemark,182,1602,1.2,327,0,3.1,0.6,0.6,49.9,0,0,9.4,1.2,3.1,26.8,0,0,305,305,3.9,1.6,79.3,0.6,0.1,0,3.5,283,0.2,8.1,11,0,782.8,0,73,8.7,0,8.7,1.7,17.5
827,Hjartdal,2014,Kommune,3029,Øst-Telemark,8,Telemark,186,1594,1.3,335,0,1.9,0,0.6,52.7,0,0,9.4,1.2,3.1,26.9,0,0,301,301,4.4,1.3,73.4,1.3,0.1,0,4.8,245,0.4,6.1,254,0,613.6,0,73.4,9.4,0,11.3,1.3,17.6
827,Hjartdal,2015,Kommune,3029,Øst-Telemark,8,Telemark,189,1613,1.2,340,0,3.7,0,0.6,49.6,0,0,0,0,3.1,24.9,0,0,304,304,2,0.8,52.7,1.2,0.1,0,4.6,252,0.3,6.1,119,0,503.7,0,111.6,9.3,0,9.9,2.2,18
828,Seljord,2012,Kommune,3030,Vest-Telemark,8,Telemark,339,2945,6.8,22,143.3,6.8,4.4,1,41.8,0,0,11.2,144.3,2.4,63.2,11.9,0.6,193,171,6,2.9,156.5,3.4,0.3,0,5.7,125,0.4,6.8,16,1,67.1,0,0,8.1,3.4,19,7.9,36.3
828,Seljord,2013,Kommune,3030,Vest-Telemark,8,Telemark,335,2989,7,25,85.6,6,4.7,0.3,41.2,0,0,14.1,127.4,2.3,62.3,9.7,0.4,222,210,5.8,2.9,136.8,3,0.3,0,6,120,0.3,7.4,15,2,274.8,10,0,9.7,12.7,20.7,10.9,35.8
828,Seljord,2014,Kommune,3030,Vest-Telemark,8,Telemark,337,3002,6,33,86.1,7.7,2.7,1,41.3,0,0,14,126.9,2.3,62,12.7,0.5,218,217,6.1,3.3,149.2,3.7,0.4,0,5.9,112,0.3,5.5,257,0,602.8,0,0,10.7,3.3,19.3,13.6,35.6
828,Seljord,2015,Kommune,3030,Vest-Telemark,8,Telemark,345,2991,6,26,0,8.4,2.3,0,36.4,0,0,0,0,3.3,70.1,13.4,0.6,223,209,6.7,3.4,150.8,3.3,0.2,0,5.7,118,0.3,6.9,62,0,405.7,81.9,0,12.7,10,15.7,16.3,44.1
829,Kviteseid,2012,Kommune,3030,Vest-Telemark,8,Telemark,286,2507,5.2,30,161.9,2.4,2.4,8.4,173.1,6.4,2.4,3.6,14.6,2,46.3,0,0,282,282,5,0,126,0.4,0,0,5.6,29,0.4,7.8,24,2.8,0,19.1,64.2,10.4,18.3,6.8,3.1,3.6
829,Kviteseid,2013,Kommune,3030,Vest-Telemark,8,Telemark,271,2468,5.7,30,183.1,2.8,3.2,8.9,196.5,5.7,3.2,3.6,14.2,2,47,0.4,0,301,294,5.1,1.7,118.7,0.8,0,0,5.9,34,0.3,9.3,3,1.4,0,101.3,65.2,13,18.6,9.3,2.7,3.6
829,Kviteseid,2014,Kommune,3030,Vest-Telemark,8,Telemark,263,2466,5.7,23,210.5,3.2,1.6,8.1,166.3,4.7,2.7,3.6,14.2,2,47,0,0,301,301,4.4,1.7,112.3,0.4,0,0,6.1,22,0.4,8.9,29,0,40.6,0,65.3,13,45.4,11.4,0.1,3.6
829,Kviteseid,2015,Kommune,3030,Vest-Telemark,8,Telemark,246,2448,4.9,33,191.1,2.9,1.6,6.9,170.8,3.8,3.5,0,0,1.6,44.3,0,0,304,304,4.6,1.8,108.3,0.4,0,0,7.1,63,0.4,8,40,0,47,0,65.8,12.7,27.8,9.8,5.8,6.1
830,Nissedal,2012,Kommune,3030,Vest-Telemark,8,Telemark,150,1430,4.2,50,311.9,3.5,3.5,0,0,0,0,5.6,42,7.7,915.8,25.9,0.6,137,160,3.1,4.3,97.9,0.7,0,0,3.6,291,0.3,6.6,79,0,0,0,0,1.4,0,0,0,0
830,Nissedal,2013,Kommune,3030,Vest-Telemark,8,Telemark,155,1451,4.1,51,311.5,6.2,2.8,0.7,0,0,0,8.3,1.3,7.6,902.5,24.1,0.7,143,163,3.7,0,92.4,2.8,0.4,0,3.9,266,0.3,5.8,42,0,0,0,0,0,25.5,0,0,0
830,Nissedal,2014,Kommune,3030,Vest-Telemark,8,Telemark,152,1439,5.6,16,331.5,4.9,2.8,0.7,0,0,0,8.3,1.3,7.6,910.1,29.2,0.8,137,142,3.9,0,105.6,1.4,0.1,0,4.1,254,0.3,5.9,258,0,106.2,0,0,0,29.2,0,0,0
830,Nissedal,2015,Kommune,3030,Vest-Telemark,8,Telemark,153,1443,5.5,28,486.4,4.9,2.1,0.7,0,0,0,0,0,6.2,926,28.4,0.8,152,170,4.6,4.8,122.7,1.4,0.1,0,5.3,230,0.4,7.8,7,0,303.5,0,0,0,27.7,0,1.8,0
831,Fyresdal,2012,Kommune,3030,Vest-Telemark,8,Telemark,177,1350,0.7,377,0,3,0,0,0,3.8,3.1,0,0,1.5,31.1,23.7,0.8,136,124,12.9,4.9,97.8,1.5,0,0,6.9,21,0.4,8,50,0,0,0,35.6,0.7,48.9,25.2,3.9,20.7
831,Fyresdal,2013,Kommune,3030,Vest-Telemark,8,Telemark,173,1303,0.8,383,0,2.3,0,0,0,2.9,0.3,3.8,4.7,1.5,32.2,23,0.7,149,175,12.8,6.1,97.5,1.5,0.1,0,7.9,13,0.5,10.8,12,0,153.5,0,36.8,0,43.7,25.3,6.9,21.5
831,Fyresdal,2014,Kommune,3030,Vest-Telemark,8,Telemark,168,1298,0.8,388,0,2.3,0,0,0,2.1,0.2,3.9,4.8,1.5,32.3,30,1,141,152,12.5,5.7,94.8,0,0,0,6,35,0.4,5.9,369,0,231.1,0,37,0,38.5,22.3,11.4,21.6
831,Fyresdal,2015,Kommune,3030,Vest-Telemark,8,Telemark,174,1323,1.5,272,0,1.5,0,0,0,1.3,0.2,0,0,0.8,32.2,28.7,1.1,153,149,12.5,5.4,110.4,0,0,0,4.5,24,0.3,6,111,4.5,45.4,0,36.3,0,29.5,21.9,6.7,15.1
833,Tokke,2012,Kommune,3030,Vest-Telemark,8,Telemark,268,2284,2.2,163,0,20.6,0.9,0,777.6,11.4,8.1,2.2,6.7,1.3,28.8,16.6,0.8,161,143,9,6.6,197.9,1.8,0.1,0,7.1,32,0.5,6.2,85,0,0,0,0,16.2,18,12.7,3.7,0
833,Tokke,2013,Kommune,3030,Vest-Telemark,8,Telemark,269,2257,1.3,299,0,23.5,0.4,0,954.8,9.6,9.2,5.3,11.5,1.3,29.2,16.8,0.8,176,160,7.8,6.7,194.5,1.3,0.1,0,7.5,67,0.5,5.9,64,0,0,0,0,18.2,12.4,11.1,5.5,0
833,Tokke,2014,Kommune,3030,Vest-Telemark,8,Telemark,256,2252,1.3,293,0,17.3,0.4,0,808.2,9,8.3,5.3,11.5,1.3,29.2,16,0.9,191,140,7.5,6.3,184.3,2.2,0.2,0,7.7,62,0.5,6.4,143,0,114.5,0,0,18.2,8.9,12.9,1.1,0
833,Tokke,2015,Kommune,3030,Vest-Telemark,8,Telemark,256,2246,1.3,296,0,17.4,0.4,0,590.4,11.7,9.1,0,0,3.6,92.8,16.9,0.8,205,176,7.5,6.5,166.1,2.2,0.1,0,7.9,64,0.6,6.9,34,0,13.4,146.9,0,16.9,9.3,7.1,3.1,0
834,Vinje,2012,Kommune,3030,Vest-Telemark,8,Telemark,420,3721,5.6,21,105.3,2.7,3.8,0.5,230.9,0.8,0.6,9.9,9.3,3.8,57,8.9,0.3,212,203,5.1,2.3,134.9,0.8,0.1,0,5.7,152,0.4,7.4,11,2.1,0,51.1,53.2,15.9,7.5,1.3,7.6,112.9
834,Vinje,2013,Kommune,3030,Vest-Telemark,8,Telemark,403,3723,6.4,11,54.3,3.2,2.7,0.8,229.1,0.7,0.5,8.6,8.4,3.8,56.9,10.2,0.5,226,195,5.5,2,138.6,1.9,0.1,0.5,6.2,137,0.3,7.4,37,0,56.7,59.1,53.2,26.6,7.5,11.3,5.2,112.8
834,Vinje,2014,Kommune,3030,Vest-Telemark,8,Telemark,413,3689,6.8,11,61,2.7,2.7,0.5,244.5,0.6,0.5,8.7,8.5,3.8,57.5,10.6,0.3,233,234,6,2.1,143.7,1.9,0.1,0,6.9,71,0.3,6.2,231,2.7,142.7,27.1,53.7,28.5,0,9.5,4.3,113.9
834,Vinje,2015,Kommune,3030,Vest-Telemark,8,Telemark,423,3727,6.7,12,154.3,3.2,2.4,0.5,236.4,0.8,0.7,0,0,3,58.1,11.3,0.4,238,203,5.7,2.1,133.4,1.6,0.1,0,6.3,123,0.3,8.1,3,0,295,81.3,53.1,29,7.5,10.7,11.9,104.1
901,Risør,2012,Kommune,3032,Arendalregionen,9,Aust-Agder,817,6848,4.1,92,105,3.1,2.6,1.5,84,0.2,0,6.7,6.1,5.7,273.8,138.1,2.7,16,48,5.2,5.8,210,1,0.1,0,2,256,0.2,4.6,388,6.6,141.9,36.5,81,2.2,20.2,15,34.7,22.6
901,Risør,2013,Kommune,3032,Arendalregionen,9,Aust-Agder,792,6899,3.3,132,74.2,2.3,2.6,1.3,73.8,0,0,5.9,6,5.7,271.8,107.1,1.7,58,106,3,4,158.6,0.3,0.1,0,2.1,235,0.4,4.8,227,13.2,311.3,34.8,80.4,0,19.9,14.5,58.5,22.5
901,Risør,2014,Kommune,3032,Arendalregionen,9,Aust-Agder,770,6909,3.5,127,111.2,1.6,2.8,1.6,74.4,0,0,5.9,6,5.6,271.4,133.9,2.3,41,71,4.7,5.6,208.3,0.6,0.1,0,2.2,187,0.2,5.8,159,7.8,86.6,4.3,80.3,0,18.5,21.1,65.7,22.4
901,Risør,2015,Kommune,3032,Arendalregionen,9,Aust-Agder,770,6920,3.2,151,41,1.7,2.7,0.9,81.5,0,0,0,0,5.6,140.3,139.3,2.7,33,46,4.6,5.5,218.5,1,0.2,0,2.1,219,0.2,5.2,143,3,364.5,5.8,80.2,0,18.1,18.6,18.1,17.3
904,Grimstad,2012,Kommune,3032,Arendalregionen,9,Aust-Agder,2984,21594,1.6,241,0,1.6,0.9,1.2,37.1,0.4,0,1.9,3.5,2.1,87.8,0,0,282,282,3.2,2.2,113.2,0.3,0,0,1.6,312,0.1,5.4,56,1.1,5.5,13.9,38,5.4,16.5,5.2,2.5,13.6
904,Grimstad,2013,Kommune,3032,Arendalregionen,9,Aust-Agder,2925,21783,1.7,228,0,1.5,0.9,1.1,55.2,0.3,0,3.9,2,2.1,87,107.8,2,33,79,2.8,2,106.6,0.6,0.1,0,1.5,330,0.1,4.3,176,5,4.6,69.2,37.6,4.9,15.6,4.4,4,13.5
904,Grimstad,2014,Kommune,3032,Arendalregionen,9,Aust-Agder,2914,22098,1.6,254,0,1.9,0.9,0.9,57.6,0.3,0.1,3.8,2,2.1,85.8,102.6,1.9,42,73,3.5,3,110.7,1.4,0.1,0,1.9,311,0.1,7.1,17,4.5,0,136.8,37.1,4.9,16,4.3,5,13.3
904,Grimstad,2015,Kommune,3032,Arendalregionen,9,Aust-Agder,3004,22550,1.8,214,0,2.1,0.6,0.9,39.5,0,0,0,0,2.1,121.4,129,2,20,91,3.6,3,110.7,0.8,0.1,0,1.3,354,0.1,7,55,4.5,18.9,144.1,37.2,4.8,16.6,4.1,3.9,14.6
906,Arendal,2012,Kommune,3032,Arendalregionen,9,Aust-Agder,5292,43336,1.7,207,4.7,3.6,0.8,3.1,103.7,0.1,0,4.2,13.4,2.1,869.4,99.9,2.7,40,41,4.5,5.3,152.2,0.2,0.1,0.3,1.4,319,0.1,4.5,282,1.1,0,74.2,14.4,3,23.3,12.8,5.6,22.2
906,Arendal,2013,Kommune,3032,Arendalregionen,9,Aust-Agder,5336,43841,1.8,201,4.6,3.7,0.9,2.9,136.3,0,0,3.5,17.6,2.1,859.4,94.3,2.5,48,49,4.2,4.7,139.9,0.3,0.1,0.2,1.5,319,0.1,4.3,215,1.6,18,93.4,14.2,0.4,22.4,12.7,7.1,22
906,Arendal,2014,Kommune,3032,Arendalregionen,9,Aust-Agder,5409,44219,1.8,197,4.6,3.5,0.9,2.7,149.1,0,0,3.4,17.4,2.1,852.1,89.3,2.4,44,34,4.2,4.7,133.4,0.2,0.1,0.1,1.3,346,0.1,5.5,81,2.3,23,97.7,14.1,0.4,22,11.7,7.5,21.8
906,Arendal,2015,Kommune,3032,Arendalregionen,9,Aust-Agder,5395,44313,1.9,165,6.5,3.9,0.6,2.5,175.4,0.5,0.2,0,0,1.7,217.6,89.2,2.6,52,45,3.9,4.6,128,0.1,0.1,0,1.4,356,0.1,5.6,97,2.4,10.5,118.5,17.4,0.3,18.1,13.5,9.2,25.4
911,Gjerstad,2012,Kommune,3032,Arendalregionen,9,Aust-Agder,305,2484,1.2,302,81.7,0.4,0.8,0,0,0,0,5.6,4.2,0.8,27.7,0,0,282,282,2.4,2.6,71.7,0,0,0,2,253,0.2,4,363,0,0,0,0,20.1,29.8,18.1,14.7,87
911,Gjerstad,2013,Kommune,3032,Arendalregionen,9,Aust-Agder,297,2489,1.2,303,90.8,0.4,0.8,0,0,0,0,2.4,6.4,0.8,27.6,0,0,305,305,2.9,2.5,78.3,0,0,0,2.1,235,0.3,4.8,216,0,40.2,0,0,25.7,35,16.5,25.9,86.8
911,Gjerstad,2014,Kommune,3032,Arendalregionen,9,Aust-Agder,291,2481,0.8,371,96.1,0.4,0.8,0,0,0,0,2.4,6.4,0.8,27.7,0,0,301,301,2.9,2.4,81.4,0,0,0,2.2,186,0.1,6.2,179,0,0,0,0,25.8,32.6,0,14.7,87.1
911,Gjerstad,2015,Kommune,3032,Arendalregionen,9,Aust-Agder,263,2473,0.8,366,0,0.4,0,0,0,0,0,0,0,1.6,114.7,0,0,304,304,2.8,2.4,83.3,0,0,0,2.1,220,0.1,5.8,171,0,33.2,0,0,24.7,24.3,0,27.1,113.2
912,Vegårshei,2012,Kommune,3032,Arendalregionen,9,Aust-Agder,282,1986,0.5,395,0,0,0.5,0,52.9,0,0,0,0,0.5,30.2,7,0.2,230,236,7.3,1.2,88.6,0,0,0,2,255,0.1,4.2,352,0,0,0,33.7,2.5,28.2,10.1,24.7,35.8
912,Vegårshei,2013,Kommune,3032,Arendalregionen,9,Aust-Agder,285,2000,1,340,0,0,0,0,45,0,0,2,1.2,0.5,30,9,0.3,254,250,6.4,1,86,0,0,0,2.1,228,0.1,4.6,169,0,0,0,33.5,0,24.5,12,15.3,35.5
912,Vegårshei,2014,Kommune,3032,Arendalregionen,9,Aust-Agder,280,2018,1,351,0,0,0,0,44.6,0,0,2,1.2,0.5,29.8,7.9,0.2,240,261,7,1.1,109,0,0,0,2.2,197,0.1,5.3,253,0,29.7,0,33.2,0,28.2,12.4,23.5,35.2
912,Vegårshei,2015,Kommune,3032,Arendalregionen,9,Aust-Agder,279,2036,1,351,0,0,0,0,29.5,0,0,0,0,0.5,28.4,10.3,0.2,212,249,8,1.1,106.6,0,0,0,2.1,214,0.1,5.9,69,2,0,0,29.5,0,31.4,17.2,0.3,30.9
914,Tvedestrand,2012,Kommune,3032,Arendalregionen,9,Aust-Agder,698,6064,2.8,86,67,6.1,1.5,1.2,81.5,2.3,0.7,5.1,0.9,4.3,240.3,0,0,282,282,5.2,5.7,182.4,0,0,0,2,254,0.2,5,280,4,604.9,64.8,17.8,2.5,27.2,8.2,4.6,63.8
914,Tvedestrand,2013,Kommune,3032,Arendalregionen,9,Aust-Agder,725,6059,3,67,84.5,6.4,1.7,1.3,84.3,1.8,0.7,7.3,3.9,4.3,240.5,0,0,305,305,5.3,5.7,181.2,0,0,0,2.1,237,0.2,4.2,286,2.5,280.1,66.7,17.8,20.8,29.7,9.1,5,63.9
914,Tvedestrand,2014,Kommune,3032,Arendalregionen,9,Aust-Agder,710,6048,3.3,55,81.3,5.6,1.5,1.3,86.8,2.7,0.8,7.3,3.9,4.3,241,0,0,301,301,4.7,5.2,161.5,0,0,0,2.2,189,0.1,5.5,133,2.8,255.4,66.6,17.9,21,26.1,11.7,13.3,64
914,Tvedestrand,2015,Kommune,3032,Arendalregionen,9,Aust-Agder,711,6014,3.7,29,0,6,1.7,1.2,90.5,2.6,1.1,0,0,4.7,295.7,0,0,304,304,4,4.5,150.8,0,0,0,2.1,223,0.1,5,162,2.7,389,58.7,17.8,22.9,24.1,8.3,9.3,45.7
919,Froland,2012,Kommune,3032,Arendalregionen,9,Aust-Agder,751,5425,1.7,208,0,2.9,0.4,1.3,22.5,0,0,0.2,0.1,1.3,52,0,0,282,282,7,6.7,194.8,0,0,0,2.7,139,0.3,3.5,410,1.5,0,0,0,1.7,26.7,4.2,1.8,12.2
919,Froland,2013,Kommune,3032,Arendalregionen,9,Aust-Agder,746,5486,1.3,274,0,3.3,0.4,1.3,2.4,0,0,0.5,1.7,1.3,51.4,0,0,305,305,6.7,6.8,180.3,0,0,0,2.5,154,0.2,3.6,335,1.8,7.3,0,0,0,14.9,5.5,5.4,12
