let WebInput = `Nr,Sted,År,Inndeling,Rnr,Region,Fnr,Fylke,Sum of Antall personer 6-15,Sum of Folkemengde,Kunstnertetthet,Kunstnermangfold,SKS tildelinger,Kulturformidling,Kunstnerisk Produksjon,Media,Kommunale Midler,Total Besøk,Betalende Besøk,TONO Arrangemanger,TONO Avregning,Billettselskap Arrangemanger,Billettselskap Omsettning,Filmfremvisninger,Kinobesøk,Mangfold filmframvisniger,Mangfold kinobesøk,Utlån,Besøk,Voksne aktive lånere,Teater Forestillinger,Teater Publikum,Dans Forestillinger,Timer,Mangfold Timer,Elever,Publikum,Mangfold Publikum,Frifond,Riksantikvar og Kulturminnefond,Statsbudsjett og Kulturråd,Historielag,Husflidlag,Kor,Korps,MVA Refusjon,Voksenopplæring
1227,Jondal,2013,Kommune,3042,Hardanger,12,Hordaland,125,1094,4.6,71,0,5.5,0,0,57.6,0,0,2.7,2.8,2.7,5.2,0,0,305,305,5.4,3.7,54.8,0.9,0.1,0,7.5,64,0.5,2.3,424,0,64,45.7,0,0,59.4,28.3,29.1,61.2
1227,Jondal,2014,Kommune,3042,Hardanger,12,Hordaland,124,1100,6.4,52,0,4.5,0,0,36.4,0,0,2.7,2.8,2.7,5.2,0,0,301,301,5.5,3.7,39.1,0,0,0,7.4,59,0.5,4.8,387,0,0,0,0,0,45.5,29.1,29.2,60.9
1227,Jondal,2015,Kommune,3042,Hardanger,12,Hordaland,129,1104,6.3,52,0,3.6,0,0,48.9,0,0,0,0,2.7,6.8,0,0,304,304,5.6,2.6,61.6,0.9,0.1,0,7.5,29,0.7,3.9,409,0,20.8,0,0,0,60.7,29.9,49.9,59.8
1228,Odda,2012,Kommune,3042,Hardanger,12,Hordaland,779,6988,0.7,388,0,2.4,0.3,3,417.3,0,0,4.1,8.5,1.6,13,37.1,1.8,125,102,6.3,5.7,196.9,0,0,0,4,157,0.2,2.6,401,2.9,457.4,68,0,0.6,10,12.7,6.3,2.1
1228,Odda,2013,Kommune,3042,Hardanger,12,Hordaland,754,7006,0.9,365,2.9,2.4,0.7,2.9,372.1,2.3,1.1,5,5.4,1.6,13,36.3,1.6,130,107,5.5,6.8,190.6,0.7,0.1,0,4.6,129,0.3,3.3,357,0.6,3959.3,90.6,0,0,9.1,13.7,10,2.1
1228,Odda,2014,Kommune,3042,Hardanger,12,Hordaland,742,6952,1.2,330,0,2.7,0.7,2.4,353.1,2.7,1.2,5,5.4,1.6,13.1,37.1,1.7,146,128,4.7,6.7,170.3,0,0,0,3.7,271,0.2,4.4,333,0,1020.2,69,0,0,7.3,14,6,2.2
1228,Odda,2015,Kommune,3042,Hardanger,12,Hordaland,714,6930,1.9,170,0,2.6,0.3,2.2,297.7,2.5,1.1,0,0,2.7,68.4,31.9,1.7,160,115,5,7.9,161,0.3,0,0,5,238,0.3,4.1,349,3.3,1085.4,64.9,0,0,6.8,9.1,15.4,3.3
1231,Ullensvang,2012,Kommune,3042,Hardanger,12,Hordaland,412,3403,2.4,136,57.6,5.6,1.2,0.3,85.8,2.5,1.7,6.2,29.4,9.4,200.6,22,0.7,157,147,4.2,1.9,127.8,0,0,0,5.6,56,0.4,3,402,0,0,181.9,279.2,14.7,33.2,16.7,28.3,6.5
1231,Ullensvang,2013,Kommune,3042,Hardanger,12,Hordaland,405,3369,2.4,119,0,4.7,0.9,0.3,62.9,2.2,1.1,108.9,22.9,9.5,202.6,22.9,0.7,155,143,4,1.9,108.9,0.9,0.1,0,4.3,60,0.3,3.8,366,3,105.2,199.8,282,23.2,24.3,14.5,46.1,6.5
1231,Ullensvang,2014,Kommune,3042,Hardanger,12,Hordaland,416,3411,2.3,106,0,6.7,1.2,0.3,72.4,3.1,1.7,107.6,22.7,9.4,200.1,26.4,0.7,164,179,3.7,2.2,138.7,0,0,0,5.2,63,0.4,4.8,344,0,359.1,76.2,278.5,22.6,33.4,15.2,44.1,6.4
1231,Ullensvang,2015,Kommune,3042,Hardanger,12,Hordaland,410,3401,2.6,76,8.1,5,0.3,0.3,63.5,3.5,2.4,0,0,8.2,111,32.6,0.8,137,169,3.6,2.3,153.8,0.3,0,0,6.8,101,0.3,3.9,413,0,78.2,158.8,271.1,23.8,31.2,15.9,45.3,4.1
1232,Eidfjord,2012,Kommune,3042,Hardanger,12,Hordaland,106,952,0,400,0,5.3,0,0,1088.2,0,0,3.2,6.3,3.2,12.3,84,1.8,46,77,2.4,1.2,54.6,1.1,0.1,0,14.6,13,0.7,5.3,188,0,0,0,0,18.9,15.8,0,95.6,6.3
1232,Eidfjord,2013,Kommune,3042,Hardanger,12,Hordaland,100,950,1.1,330,0,5.3,0,0,1222.1,0,0,11.6,14.5,3.2,12.3,77.9,2,74,115,1.9,1.1,51.6,2.1,0.1,0,13.5,14,0.7,5.2,289,0,0,0,0,15.8,17.9,0,29.2,6.3
1232,Eidfjord,2014,Kommune,3042,Hardanger,12,Hordaland,102,950,1.1,344,0,6.3,1.1,0,1188.4,0,0,11.6,14.5,3.2,12.3,73.7,1.2,72,126,2,1.4,73.7,0,0,0,16.2,20,0.7,7.3,14,0,0,0,0,21.1,20,0,0,6.3
1232,Eidfjord,2015,Kommune,3042,Hardanger,12,Hordaland,99,925,1.1,345,0,6.5,1.1,0,1267,0,0,0,0,5.4,183.9,77.8,1.4,78,140,2.4,2,75.7,2.2,0.2,0,16.5,17,0.7,6.8,131,0,2.7,0,0,19.5,42.2,0,5,13
1233,Ulvik,2012,Kommune,3042,Hardanger,12,Hordaland,122,1113,3.6,135,0,1.8,3.6,0,9.9,0,0,7.2,12.5,1.8,0.9,66.5,2,73,67,4.2,2.2,170.7,0.9,0.1,0,11.1,3,0.6,1.5,425,0,89.8,71.9,0,1.8,0,27,0,0
1233,Ulvik,2013,Kommune,3042,Hardanger,12,Hordaland,120,1094,5.5,91,27.4,2.7,3.7,0,26.5,0.7,0.1,8.2,6.4,1.8,0.9,64,1.9,95,83,4.1,2,183.7,1.8,0.1,0,13.6,10,0.7,6.9,264,0,0,27.4,0,0,0,27.4,0,0
1233,Ulvik,2014,Kommune,3042,Hardanger,12,Hordaland,125,1107,4.5,102,0,3.6,1.8,0,28,5,2.3,8.1,6.3,1.8,0.9,67.8,1.3,77,100,3.7,1.8,173.4,0,0,0,11.8,10,0.4,7.1,22,0,216.8,0,0,0,0,28,12.2,0
1233,Ulvik,2015,Kommune,3042,Hardanger,12,Hordaland,128,1116,2.7,142,188.2,1.8,1.8,0,27.8,4.5,3.9,0,0,1.8,2.3,68.1,1.8,87,66,4.5,2,173.8,0,0,0,11.7,13,0.5,5.9,210,0,186.8,0,0,0,0,26.9,10.7,0
1234,Granvin,2012,Kommune,3042,Hardanger,12,Hordaland,97,904,1.1,323,0,4.4,1.1,0,44.2,0.6,0.2,1.1,5.5,12.2,110.3,0,0,282,282,3.5,1.9,135,1.1,0,0,13.3,74,0.7,3.2,398,3.3,0,0,0,36.5,0,0,18.3,0
1234,Granvin,2013,Kommune,3042,Hardanger,12,Hordaland,99,911,1.1,320,0,2.2,1.1,0,38.4,0.7,0.2,1.1,3,12.1,109.5,0,0,305,305,2.1,1.2,124,1.1,0.1,0,17.3,4,0.6,4.7,297,0,71.4,0,0,37.3,0,0,0,0
1234,Granvin,2014,Kommune,3042,Hardanger,12,Hordaland,93,921,1.1,342,0,2.2,1.1,0,85.8,1,0.5,1.1,3,11.9,108.3,0,0,301,301,2.3,1.1,124.9,0,0,0,14.1,5,0.8,5.9,169,0,280.1,0,0,36.9,0,0,0,0
1234,Granvin,2015,Kommune,3042,Hardanger,12,Hordaland,94,920,1.1,344,0,1.1,1.1,0,69.6,0.6,0.3,0,0,1.1,3.4,0,0,304,304,0.9,0,93.5,0,0,0,12,4,0.6,5.6,274,0,179.3,0,0,35.9,0,0,2,6.5
1235,Voss,2012,Kommune,3043,Voss,12,Hordaland,1750,14061,2.9,49,16.3,3.6,6.8,2.8,13.2,0.4,0.2,6.8,12.8,3.6,174.9,137.5,3,17,35,5.8,4.3,182.3,0.3,0,0.1,2.2,284,0.2,2.1,424,1.8,30.9,373,19.6,7.9,10.4,8.4,17.2,15.9
1235,Voss,2013,Kommune,3043,Voss,12,Hordaland,1744,14168,2.8,58,20.2,3.8,6.8,3,12.8,0.5,0.2,5.9,10.3,3.5,173.6,105.4,2.5,43,46,5.5,4.2,168.5,0.8,0.1,0.1,2,289,0.2,3,393,3.5,2.3,138.3,19.5,8.3,13.8,9.3,26.9,15.7
1235,Voss,2014,Kommune,3043,Voss,12,Hordaland,1743,14347,2.6,93,18.4,4.3,7,2.5,13,0.5,0.2,5.9,10.1,3.5,171.4,105.4,2.1,48,62,5.5,4.2,167.6,0.1,0,0,2.1,290,0.2,4.4,302,2,6.7,79.8,19.2,8.3,21.5,8.2,32.1,15.5
1235,Voss,2015,Kommune,3043,Voss,12,Hordaland,1761,14425,2.6,91,17.6,4.1,6.8,2.8,26.9,0.7,0.4,0,0,2.4,215.7,94.1,2.4,40,51,5.1,4.2,161.3,0.3,0,0.3,2.1,280,0.2,4.2,356,2,36.5,165.7,19.8,9,20,9.2,29.9,20.6
1238,Kvam,2012,Kommune,3042,Hardanger,12,Hordaland,1050,8584,2.1,184,46.5,4.2,1.2,0.9,100.8,2.7,1.7,5.9,11.5,3.5,405.2,17.4,0.6,185,176,6.5,6.1,180.9,0.7,0.1,0.1,6.8,22,0.5,3.7,321,1.3,11.6,29.1,59.4,1.2,24.2,20.6,12.1,3.6
1238,Kvam,2013,Kommune,3042,Hardanger,12,Hordaland,1052,8584,2.3,124,49.9,3.3,0.9,1,106.8,2.6,1.5,4,11.1,3.5,405.2,20.2,0.7,162,146,5.6,5.7,160.1,0,0,0,4.5,42,0.3,3.9,318,0,0,41.9,59.4,0.7,24.7,19.8,19.7,3.6
1238,Kvam,2014,Kommune,3042,Hardanger,12,Hordaland,1059,8539,2.5,119,27.9,3,0.9,1.1,24.6,3,1.6,4,11.2,3.5,407.4,21.7,0.7,179,173,4.6,5.5,158.9,0.5,0.1,0.1,4.4,69,0.3,6.2,57,0.6,29.3,11.7,59.7,0.6,30.6,22.5,17.8,3.6
1238,Kvam,2015,Kommune,3042,Hardanger,12,Hordaland,1061,8475,2.8,65,27.6,3.5,0.6,0.7,105.6,2.9,1.8,0,0,1.1,10.4,25.8,0.9,146,150,5.2,3.8,155.3,0.4,0,0,5.1,52,0.3,5.8,94,0.5,13.6,82.6,61.2,0.2,30.6,26.3,17.6,4
1241,Fusa,2012,Kommune,3041,Bjørnefjorden,12,Hordaland,565,3818,2.1,130,0,1.3,1.8,0,2.1,0,0,1.6,4.4,0.8,69.7,5.2,0.2,240,223,4.7,0.9,93.8,0.8,0.1,0,3.5,232,0.3,3.6,304,1,0,0,0,10.2,37.7,16.5,4.2,7.3
1241,Fusa,2013,Kommune,3041,Bjørnefjorden,12,Hordaland,571,3829,2.1,123,0,1.6,0.8,0,2.4,0,0,2.9,7.3,0.8,69.5,4.7,0.2,268,259,4.5,1.5,98.2,0,0,0,3.3,278,0.3,3.5,359,1.6,0,0,0,8.9,36,13.8,5.6,7.3
1241,Fusa,2014,Kommune,3041,Bjørnefjorden,12,Hordaland,578,3838,2.1,132,0,1.8,1,0,2.6,0,0,2.9,7.2,0.8,69.4,4.7,0.2,269,266,4.2,1.6,90.4,0,0,0,3.5,284,0.2,4.7,327,1,0,0,0,8.9,11.7,17.7,9.3,7.3
1241,Fusa,2015,Kommune,3041,Bjørnefjorden,12,Hordaland,555,3876,1.8,167,0,1.8,0.8,0,3.9,0,0,0,0,1.8,80.8,4.6,0.1,268,271,4.1,1.6,79.5,0.5,0,0,4.7,245,0.3,4.9,321,1,0,0,0,8.3,16.8,20.4,10.8,11.4
1242,Samnanger,2012,Kommune,3041,Bjørnefjorden,12,Hordaland,290,2434,0.8,364,0,1.6,0.4,1.2,13.6,0,0,1.6,0.7,0.8,2,0,0,282,282,7.3,1.7,93.3,0,0,0,3,261,0.2,3.9,299,0,0,0,40.7,1.2,58.8,26.3,5.4,10.3
1242,Samnanger,2013,Kommune,3041,Bjørnefjorden,12,Hordaland,289,2436,0.8,374,0,4.1,0.4,1.2,30.4,0,0,0.8,0.5,0.8,2,0,0,305,305,6.1,1.5,92,0.4,0,0,3.5,126,0.5,4.3,204,0,0,0,40.6,0,48.9,23.8,7.5,10.3
1242,Samnanger,2014,Kommune,3041,Bjørnefjorden,12,Hordaland,281,2443,0.8,380,0,3.3,0.4,1.2,9,0,0,0.8,0.5,0.8,2,0,0,301,301,3.6,1,79,0.4,0,0,3.1,241,0.3,6.1,190,2.5,0,0,40.5,0,35.2,28.7,12.1,10.2
1242,Samnanger,2015,Kommune,3041,Bjørnefjorden,12,Hordaland,291,2443,0.8,377,0,2.9,0.4,2,5.3,0,0,0,0,1.2,2.4,0,0,304,304,3.5,1.1,81.9,0.4,0,0,2.9,271,0.3,4.6,338,0,0,0,0,0,45.8,26.6,12.9,0
1243,Os,2012,Kommune,3041,Bjørnefjorden,12,Hordaland,2522,18142,1.8,200,23.5,2,1,1.3,6.8,0,0,2.4,9.6,3.3,121.2,2.1,0.3,267,215,4,3.2,97.9,0.3,0.1,0.1,1.4,366,0.2,2.5,391,11.8,0,0,0,4.7,18.6,8.2,0.7,14.2
1243,Os,2013,Kommune,3041,Bjørnefjorden,12,Hordaland,2578,18678,1.9,175,24.2,2.5,1.1,1.6,5.6,0,0,1.7,15,3.2,117.7,2.1,0.3,286,232,3.7,3.2,112.2,0.7,0.2,0.1,1.3,373,0.2,3.3,292,11.4,0,0,0,0,15.7,7.2,9,13.8
1243,Os,2014,Kommune,3041,Bjørnefjorden,12,Hordaland,2697,19097,1.9,199,27.1,1.6,1.2,1.4,5.4,0,0,1.6,14.7,3.1,115.1,2.2,0.3,289,240,2.8,3.8,103.8,0.1,0,0.1,1.3,372,0.1,4.3,332,12.3,7.9,11.8,0,0,16.6,5.9,14,13.5
1243,Os,2015,Kommune,3041,Bjørnefjorden,12,Hordaland,2785,19742,2,148,23.7,1.8,0.8,1.4,7,0.4,0.4,0,0,3.9,255.8,2.2,0.3,287,231,2.9,4.7,101.1,0.2,0,0.1,1.4,366,0.1,4.3,312,1.7,0,0,2,0,21.4,6.8,13.9,15.2
1244,Austevoll,2012,Kommune,3046,Sunnhordland,12,Hordaland,660,4838,0.8,352,0,1.7,0.2,2.3,31.6,0,0,1.7,0.7,3.1,125.4,7,0.5,226,161,2.1,1.8,127.3,0.4,0.1,0,2.6,214,0.3,2.3,409,0.8,0,0,0,10.3,15.7,5.8,3.5,25.4
1244,Austevoll,2013,Kommune,3046,Sunnhordland,12,Hordaland,671,4924,0.8,359,0,1.4,0.4,1.8,35.1,0,0,1.8,6.7,3,123.2,7.9,0.6,244,191,2.2,1.8,124.7,0.2,0,0,2.6,246,0.3,3,390,1.9,0,0,0,11.8,14,6.1,4.1,25
1244,Austevoll,2014,Kommune,3046,Sunnhordland,12,Hordaland,690,5012,0.6,385,0,1.2,0.4,1.8,10.2,0,0,1.8,6.6,3,121,6.4,0.5,268,228,2.5,1.8,138.1,0,0,0,2.6,223,0.3,4.1,361,0,0,0,0,11.8,15.2,6.2,0.9,24.5
1244,Austevoll,2015,Kommune,3046,Sunnhordland,12,Hordaland,719,5118,1,295,0,1.4,0.6,1.4,20.7,0,0,0,0,3.7,42.6,6.6,0.5,271,216,2.3,1.9,95.7,0.2,0,0,2.6,196,0.2,3.7,419,0,29.3,0,0,12.1,14.7,10.6,5.2,22.3
1245,Sund,2012,Kommune,3047,Hordaland Vest,12,Hordaland,897,6514,1.8,167,31.2,0.9,1.2,0,1.4,1.1,0.7,2,1.9,1.1,258.3,0,0,282,282,4.8,3.5,96.4,0,0,0,2.1,276,0.2,2.4,417,1.1,0,0,9.8,1.8,5.8,2.3,0.1,7.5
1245,Sund,2013,Kommune,3047,Hordaland Vest,12,Hordaland,933,6635,1.8,171,34.1,0.9,1.4,0,2.6,1.1,0.8,1.5,0,1.1,253.6,0,0,305,305,5,3.6,100.2,1.1,0.1,0,2.4,185,0.2,3.3,375,0,0,0,9.6,0,6.2,0,0.3,7.4
1245,Sund,2014,Kommune,3047,Hordaland Vest,12,Hordaland,938,6752,1.9,154,38.3,0.6,1.3,0,9.5,1.1,0.8,1.5,0,1,249.2,0,0,301,301,4.1,3.3,88.3,0,0,0,2,259,0.2,3.9,385,0.4,0,0,9.5,0,6.4,3.1,0.4,7.3
1245,Sund,2015,Kommune,3047,Hordaland Vest,12,Hordaland,1003,6975,1.6,223,33.5,0.9,0.7,0,23.2,1,0.7,0,0,1.4,510.7,0,0,304,304,3.7,3.7,113.4,0.4,0,0,1.9,287,0.1,4.2,324,1.3,12.5,0,9.2,0,13,2.6,0.5,9.5
1246,Fjell,2012,Kommune,3047,Hordaland Vest,12,Hordaland,3542,23277,1.5,259,3.9,1.3,0.6,1,34.4,0.2,0.2,0.2,0.4,0.8,9.8,0,0,282,282,3.5,6.4,139,0,0,0,1.9,349,0.1,2.6,387,8.8,0,0,3.4,2.7,17.1,9.7,4.8,7.6
1246,Fjell,2013,Kommune,3047,Hordaland Vest,12,Hordaland,3556,23852,1.5,254,1.3,1.2,0.6,1.4,58.7,0.2,0.2,0.4,1.7,0.8,9.6,0,0,305,305,3.1,4.6,127.7,0.1,0,0,1.6,347,0.1,3.2,361,2.4,9.1,0,3.3,3.5,14.5,8.3,6.3,7.4
1246,Fjell,2014,Kommune,3047,Hordaland Vest,12,Hordaland,3601,24427,1.4,281,2.5,1.3,0.7,1.1,57.3,0.2,0.2,0.4,1.6,0.7,9.4,0,0,301,301,2.8,4,115.9,0,0,0,1.3,392,0.1,4,337,3,0,3.7,3.2,3.5,10.8,6,8.3,7.2
1246,Fjell,2015,Kommune,3047,Hordaland Vest,12,Hordaland,3614,24870,1.3,330,8.4,2.1,0.7,1.3,56.3,0.4,0.3,0,0,0.6,23.7,149.5,3.5,36,44,2.5,3.9,107.5,0.4,0,0,1.8,369,0.1,3.8,418,3.1,0,0,2,3.8,11.1,7,8.3,5.5
1247,Askøy,2012,Kommune,3047,Hordaland Vest,12,Hordaland,3967,26831,2.2,101,15.1,1.6,0.7,0.9,42.2,0.2,0.1,0.2,0.2,0.6,10.8,0,0,282,282,3.3,3.4,107.2,0,0,0,1.1,405,0.1,2.5,400,1,0,2.2,7.9,2.6,15.8,29.3,10.1,6.9
1247,Askøy,2013,Kommune,3047,Hordaland Vest,12,Hordaland,4033,27346,2.5,74,26.1,1.3,0.6,0.8,42.9,0.3,0.2,0.3,0.2,0.6,10.6,0,0,305,305,3.7,0,108.5,0,0,0,1,406,0.2,2.8,405,4,13,0,7.7,3.3,14,27.2,15.9,6.8
1247,Askøy,2014,Kommune,3047,Hordaland Vest,12,Hordaland,4106,27858,2.5,81,19.3,1.1,0.8,0.8,41.1,0.3,0.2,0.3,0.2,0.6,10.4,0,0,301,301,3.3,4.3,97.8,0,0,0,1,411,0.1,3.9,380,1.8,0,0,7.6,3.2,14,25.9,13.6,6.7
1247,Askøy,2015,Kommune,3047,Hordaland Vest,12,Hordaland,4243,28380,2.4,94,16.5,1.4,0.6,0.6,36.6,0.2,0.1,0,0,1.4,12.6,0,0,304,304,2.9,4,90.4,0.5,0,0,1,415,0.1,4,376,2.6,0,1.1,7.4,3.3,16.2,24.9,20.4,4.1
1251,Vaksdal,2012,Kommune,3045,Osterfjorden,12,Hordaland,486,4132,3.1,46,0,3.4,1,1.2,7.7,0,0,2.4,3.9,1.9,32.5,0,0,282,282,4,1.2,6.5,0.2,0,0,3.5,63,0.2,2.4,407,0,0,0,15.7,14.5,17.9,27.6,8.5,22.7
1251,Vaksdal,2013,Kommune,3045,Osterfjorden,12,Hordaland,482,4140,3.1,53,0,2.9,1.2,1,4.1,0,0,1.7,1.7,1.9,32.4,0,0,305,305,4.5,1.2,3.4,0.5,0,0,3,228,0.2,3.6,382,1,0,0,15.7,14.5,27.5,25.6,4.9,22.7
1251,Vaksdal,2014,Kommune,3045,Osterfjorden,12,Hordaland,472,4096,2.7,69,56.5,2.4,1.2,1.2,3.2,0,0,1.7,1.7,2,32.8,0,0,301,301,1.3,1.2,2.7,0.7,0,0,2.8,239,0.2,4.7,379,0,0,0,15.9,14.4,32.2,25.6,2.7,22.9
1251,Vaksdal,2015,Kommune,3045,Osterfjorden,12,Hordaland,508,4125,3.4,35,56.7,2.2,1.2,1,5.8,0,0,0,0,1.7,30.6,0,0,304,304,1.8,1.2,5.1,0,0,0,2.4,274,0.2,4.5,364,0,0,0,16.2,13.3,31.3,28.4,20,26.9
1252,Modalen,2012,Kommune,3045,Osterfjorden,12,Hordaland,58,383,0,400,0,2.6,0,0,20.9,0,0,13.1,37.3,0,0,52.2,1.5,83,76,11.8,11.4,0,2.6,0,0,7.9,231,0.8,11.9,202,0,0,0,0,0,15.7,0,1.8,0
1252,Modalen,2013,Kommune,3045,Osterfjorden,12,Hordaland,56,372,0,406,0,5.4,0,0,258.1,0,0,10.8,14.9,0,0,53.8,1.6,145,152,11.7,11.4,459.7,5.4,0.3,0,8.4,220,0.5,7,355,0,0,0,0,0,18.8,0,2.8,0
1252,Modalen,2014,Kommune,3045,Osterfjorden,12,Hordaland,66,378,0,406,0,5.3,2.6,2.6,74.1,0,0,10.6,14.7,0,0,58.2,1.6,167,167,10.1,11.3,0,0,0,0,6.7,212,0.5,6.2,214,0,0,0,0,0,18.5,0,3.2,0
1252,Modalen,2015,Kommune,3045,Osterfjorden,12,Hordaland,65,381,0,406,0,7.9,2.6,2.6,26.2,0,0,0,0,5.2,9,57.7,1.9,82,68,8.2,10.8,0,0,0,0,5.6,223,0.4,5.9,396,39.4,0,0,0,0,18.4,0,2.6,0
1253,Osterøy,2012,Kommune,3045,Osterfjorden,12,Hordaland,1063,7674,1.8,192,0,1.7,1.6,0,0,1,0.1,1.6,4,0.8,2,0,0,282,282,4.3,2.4,62.7,0.1,0,0,2.3,310,0.2,3.8,361,5.1,0,5.2,9.8,5.3,10.6,15,6.6,25.9
1253,Osterøy,2013,Kommune,3045,Osterfjorden,12,Hordaland,1060,7786,1.9,161,0,1.5,1.2,0,14.1,0.6,0.1,1.3,2.9,0.8,2,0,0,305,305,2.9,2.6,61.6,0.5,0.1,0,2.6,247,0.2,3.8,347,0.8,97.4,6.7,9.6,5.3,10.8,13.9,5.6,25.6
1253,Osterøy,2014,Kommune,3045,Osterfjorden,12,Hordaland,1048,7842,1.9,160,0,1.4,1.5,0,11.6,0.5,0.1,1.3,2.8,0.8,2,1,0,298,296,3,2.6,61.2,0,0,0,2.7,215,0.2,5,266,4.1,72.6,6.4,9.6,5.2,12,16.2,5,25.4
1253,Osterøy,2015,Kommune,3045,Osterfjorden,12,Hordaland,1065,7957,1.8,181,0,1.8,1,0,11.4,0.2,0.1,0,0,1.1,16.1,2.3,0.1,284,284,4.8,4.1,58.3,0.1,0,0,2.4,255,0.2,5.1,325,1.2,71.4,0,9.4,5.4,9.8,14.8,6.2,30
1256,Meland,2012,Kommune,3044,Nordhordland,12,Hordaland,1089,7347,1.8,184,0,1.4,1.1,0.7,2.9,0,0,0.3,3.2,0.8,40.9,0,0,282,282,4.3,2.6,103.2,0,0,0,2.3,155,0.2,2.1,412,0,48.3,0,48.6,3.4,26.1,14.8,3.1,20.8
1256,Meland,2013,Kommune,3044,Nordhordland,12,Hordaland,1088,7544,1.7,184,2.7,1.7,0.9,0.3,8.2,0,0,1.5,2.5,0.8,39.8,0,0,305,305,3.6,1.7,87.6,1.1,0.1,0,2,198,0.2,2.5,415,2.9,3.3,0,47.3,0,24.4,16,5.4,20.3
1256,Meland,2014,Kommune,3044,Nordhordland,12,Hordaland,1142,7736,1.7,189,0,1.3,1.3,0.6,0,0,0,1.4,2.4,0.8,38.8,0,0,301,301,3.5,1.1,83.6,0,0,0,2,194,0.2,3.7,411,1.2,13.6,1.3,46.1,0,14.5,15,4.8,19.8
1256,Meland,2015,Kommune,3044,Nordhordland,12,Hordaland,1166,7812,1.7,192,26.9,0.9,1.2,0.4,0,0,0,0,0,1,32.8,0,0,304,304,3.6,1.6,82.2,0,0,0,1.9,236,0.2,3.7,407,0.9,35.8,0,45.7,0,12.9,16.3,7.2,26
1259,Øygarden,2012,Kommune,3047,Hordaland Vest,12,Hordaland,621,4563,1.1,315,44.5,10.1,0.4,0.2,478.4,1.5,1.1,0.2,0.7,1.8,214.3,0,0,282,282,6.2,3.7,135.2,0.2,0,0,3.5,182,0.2,3.5,341,0,0,0,18.2,1.5,19.1,21.7,10.4,2.8
1259,Øygarden,2013,Kommune,3047,Hordaland Vest,12,Hordaland,634,4704,1.1,314,48,11.7,0.6,0.2,467,1.8,0.5,1.1,5.9,1.7,207.9,0,0,305,305,5.6,3,128.2,0,0,0,1.5,380,0.1,3.2,324,5.5,0,0,17.6,0,17.9,18.1,9,2.8
1259,Øygarden,2014,Kommune,3047,Hordaland Vest,12,Hordaland,654,4733,0.8,364,50.4,10.6,1.5,0.2,446.7,1.4,0.4,1.1,5.9,1.7,206.6,0,0,301,301,4.8,3,98.2,0,0,0,1.4,358,0.1,4.2,342,1.1,0,0,17.5,0,18,17.7,5,2.7
1259,Øygarden,2015,Kommune,3047,Hordaland Vest,12,Hordaland,683,4852,0.8,368,48.2,13.6,0.2,0,529.5,1.8,0.5,0,0,1.4,26.8,0,0,304,304,4.7,1,105.1,0,0,0,1.9,328,0.1,4.7,244,2.1,9.3,0,17.1,0,14.4,16.1,9.7,0
1260,Radøy,2012,Kommune,3044,Nordhordland,12,Hordaland,631,5003,1.6,219,40.6,1.6,1,0,54,0.7,0.2,1.6,2.7,1,66.4,8,0.4,221,195,3.2,1.3,44,0,0,0,4.4,195,0.4,2,414,1,0,16,45,6.2,23.4,48.8,17.7,0
1260,Radøy,2013,Kommune,3044,Nordhordland,12,Hordaland,642,5039,1.4,249,44.9,1.2,1,0,91.7,0.7,0.3,2.4,0.6,1,65.9,8.5,0.4,232,203,3,1.4,46.6,0.2,0,0,4.5,169,0.4,3.2,372,3,0,15.9,44.7,34.5,21.8,45.6,27.5,0
1260,Radøy,2014,Kommune,3044,Nordhordland,12,Hordaland,641,5014,1.8,167,140,1.6,1.2,0,87.4,0.8,0.3,2.4,0.6,1,66.2,8.2,0.4,248,227,3,1.8,48.7,0.2,0,0,3.8,205,0.2,3.7,407,0,20.5,19.9,44.9,35.7,15.6,43.7,31.4,0
1260,Radøy,2015,Kommune,3044,Nordhordland,12,Hordaland,654,5077,2.2,115,92.2,1.4,1,0,47.1,0.6,0.2,0,0,1.2,32.8,7.7,0.4,264,237,2.9,1.8,45.9,0.2,0,0,2.7,279,0.2,3.7,421,0,13.8,19.7,44.3,37.2,15,46.9,41.8,1.4
1263,Lindås,2012,Kommune,3044,Nordhordland,12,Hordaland,2077,14820,1.2,319,0,2.2,1.4,2.2,40.7,1,0.2,1.1,1.6,1.3,13.8,7.5,0.2,228,239,4.3,4.7,88.4,0.3,0,0,1.9,335,0.2,1.9,422,1.3,0,0,10.1,5.1,25.6,30.7,22.2,14.8
1263,Lindås,2013,Kommune,3044,Nordhordland,12,Hordaland,2086,15069,1.4,290,0,2.1,1.2,2.5,35,0.6,0.2,1.5,2.2,1.3,13.6,6.7,0.2,261,253,4,3.5,94.8,0.4,0,0,1.9,336,0.2,2.7,404,1.3,0,0,10,0,23.1,30.2,23.4,14.5
1263,Lindås,2014,Kommune,3044,Nordhordland,12,Hordaland,2125,15402,1.4,295,0,1.6,1.2,2.1,28.8,0.8,0.1,1.4,2.1,1.2,13.3,8.7,0.2,253,258,4.3,3.6,95.1,0.1,0,0,1.9,348,0.1,3.5,422,1.2,2.9,9.7,9.7,0,21.8,28.4,17.8,14.2
